,Hep_D1_1,Hep_D1_2,Hep_D1_3,SW1116_D1_1,SW1116_D1_2,SW1116_D1_3,SW48_D1_1,SW48_D1_2,SW48_D1_3
ENSG00000000003.16,22.352275,20.652353,18.846832,23.057863,26.602092,26.241731,22.653335,21.019819,21.080193
ENSG00000000005.6,0,0,0.057258,0,0,0.11141,0,0,0
ENSG00000000419.14,96.235961,102.676686,97.395698,149.590713,154.000605,159.562945,55.901915,63.417598,59.995284
ENSG00000000457.14,5.388138,5.930169,5.552521,2.903845,3.219481,3.52063,4.326607,4.096282,4.925315
ENSG00000000460.17,3.855358,3.657786,2.932282,11.192118,15.397996,13.750707,7.997659,6.154504,7.167944
ENSG00000000938.13,0,0,0,0.30743,0.189479,0.642727,0.034198,0,0.028029
ENSG00000000971.17,41.26914,47.092171,47.332298,0.120801,0.046307,0.162841,0.347265,0.265883,0.361735
ENSG00000001036.14,74.588253,81.242184,77.16091,92.105888,102.379861,99.76299,56.282167,56.305276,57.148422
ENSG00000001084.13,93.619924,95.862594,92.061962,28.450718,41.761218,32.411526,56.033858,57.644595,60.507085
ENSG00000001167.15,10.204905,9.623708,10.531238,6.648687,9.563123,8.320717,9.227517,8.795546,8.512472
ENSG00000001460.18,4.131829,4.201085,4.874572,3.784737,3.559284,3.813059,4.530058,4.278055,3.965991
ENSG00000001461.17,7.51301,8.990732,6.786557,6.034832,7.486922,6.343272,16.345753,17.003523,18.259503
ENSG00000001497.18,26.484191,25.340779,24.164371,39.000339,42.303387,43.950695,21.119332,23.798215,22.788077
ENSG00000001561.7,9.81815,11.387505,9.442923,2.521828,3.717518,3.600017,5.369742,6.284584,6.055771
ENSG00000001617.12,0.090991,0.167324,0.22744,2.615193,2.925742,2.976373,32.333282,28.95003,32.220406
ENSG00000001626.18,0.377869,0,0,0.019705,0.010995,0.521557,0.023289,0,0
ENSG00000001629.10,8.374313,10.004936,8.800431,14.796777,18.541012,17.242533,28.967978,39.521723,30.137039
ENSG00000001630.18,66.055632,74.393663,69.731182,18.846888,28.063296,23.312317,51.089253,59.537458,54.234832
ENSG00000001631.17,12.922564,13.675291,11.525985,13.455243,16.635906,12.317831,19.72436,27.029195,22.646239
ENSG00000002016.18,6.152456,9.193955,7.272776,9.715325,12.516179,9.79156,9.211974,12.819992,9.508739
ENSG00000002079.14,3.054457,3.623726,3.451849,0.680652,0.386635,0.949382,0.064594,0.097666,0.183657
ENSG00000002330.14,31.681087,23.976106,30.559022,38.195654,49.708924,42.328216,59.949802,57.721077,58.478765
ENSG00000002549.13,82.557564,84.166205,75.505366,44.915989,67.042514,67.827681,51.056731,51.311513,49.893593
ENSG00000002586.20,142.203948,145.224207,150.451927,68.865694,70.49165,71.625929,128.183438,110.375955,111.478363
ENSG00000002587.10,0,0,0,3.127046,1.558391,3.32975,0.078277,0.035065,0.472567
ENSG00000002726.21,0.078421,0,0,32.049104,35.750298,34.587506,0,0.027705,0.102
ENSG00000002745.13,0,0.110622,0.055792,0.369835,1.025608,0.678493,3.668657,5.714458,3.746309
ENSG00000002746.15,0,0.021707,0.005961,0.204722,0.691347,1.76674,0.014435,0.012331,0.019056
ENSG00000002822.16,3.840491,5.464027,2.652033,12.994794,10.609468,11.199699,30.623847,17.041655,22.337711
ENSG00000002834.19,138.279787,136.260378,138.449959,130.220364,155.228261,151.374931,41.881228,44.481461,41.975914
ENSG00000002919.15,20.911704,21.941581,20.115688,7.931498,12.397566,11.223313,12.981752,15.209683,18.001087
ENSG00000002933.9,103.693091,108.8715,116.143527,2.747973,2.664124,2.099979,0,0,0
ENSG00000003056.8,111.362868,105.707553,105.498891,166.398018,195.206339,190.57831,93.985824,80.305787,85.155673
ENSG00000003096.15,0.233104,0.409044,0.326607,0,0,0,0,0,0.04118
ENSG00000003137.9,0.057085,0.099061,0.072226,0.699675,1.74578,1.243788,10.882174,11.736241,12.522276
ENSG00000003147.19,3.960439,5.320595,4.4231,7.523733,7.402104,7.37679,38.093971,47.236332,46.893157
ENSG00000003249.15,26.741795,22.471575,24.586381,4.189285,4.936797,5.168327,37.041754,36.824458,36.805361
ENSG00000003393.16,14.202675,18.171718,20.056224,15.401151,17.439799,17.383846,15.842854,17.715828,16.985297
ENSG00000003400.16,7.554229,8.086404,7.976792,5.192093,6.455041,6.420044,0.287253,0.336469,0.423087
ENSG00000003402.21,75.333483,71.161981,64.306654,36.572868,48.302306,40.991034,44.053306,39.790769,42.880667
ENSG00000003436.16,94.749705,95.520619,94.943417,2.822231,4.574108,3.535074,0.737817,0.832718,0.955286
ENSG00000003509.16,18.151071,17.256794,19.71354,29.228735,34.035528,30.858377,15.794146,14.522134,14.051077
ENSG00000003756.17,42.653566,45.449275,40.990292,35.933363,39.903634,36.102681,103.784496,112.732147,122.910855
ENSG00000003987.14,0.755505,1.274169,0.996289,0.225227,0.260767,0.183346,0.981865,0.808437,1.079037
ENSG00000003989.18,14.608803,15.621203,14.019383,1.515665,2.139136,2.007079,1.200162,1.759449,1.57339
ENSG00000004059.11,136.576496,127.661815,130.921144,234.551694,229.878751,247.089358,164.223241,149.716778,141.555776
ENSG00000004139.14,1.137758,0.660092,0.837927,2.221674,2.580982,1.723836,10.605313,12.352031,11.92096
ENSG00000004142.12,117.737672,110.362261,112.997667,96.50817,121.99344,125.681427,52.214082,58.079466,53.00802
ENSG00000004399.13,2.124992,1.663296,1.120605,12.036463,10.453138,11.86257,27.130514,26.094765,28.659543
ENSG00000004455.18,270.012875,262.000342,263.387654,259.934706,259.719798,270.87597,122.314027,122.652384,134.377616
ENSG00000004468.13,0.010027,0.288801,0.179821,0.038034,0.243202,0.250961,0,0.01129,0
ENSG00000004478.8,77.564921,78.758513,78.273452,145.324566,177.635106,185.687127,44.513206,44.377211,46.436087
ENSG00000004487.18,26.681488,27.695521,28.39206,48.874848,55.304857,54.940131,70.517621,70.660258,77.682157
ENSG00000004534.15,14.516312,12.828255,15.086367,26.884947,27.552199,24.279291,38.443582,39.435834,40.906276
ENSG00000004660.15,0.079315,0.080467,0.014949,3.835779,3.688884,4.023753,10.710611,10.17953,11.141501
ENSG00000004700.16,30.857326,28.944441,29.028887,45.074547,65.624822,64.819987,17.668414,18.985372,18.951033
ENSG00000004766.17,9.709375,9.898527,7.51686,5.605584,4.750024,6.327602,13.831554,15.295218,13.802264
ENSG00000004776.13,0.252633,0.266485,0.406402,0.11104,0.047125,0.175758,0.502969,0.458239,0.823538
ENSG00000004777.19,0.119465,0.183578,0.13603,0.18867,0.225323,1.655688,10.724417,21.964404,16.427367
ENSG00000004779.10,214.300849,214.863911,196.359623,211.634546,225.593482,213.927877,154.131053,147.121319,147.472068
ENSG00000004799.8,9.473009,10.543328,9.367837,0.701039,0.50809,0.760496,0.683442,0.489868,0.420161
ENSG00000004809.14,0,0,0,0,0,0,0,0,0
ENSG00000004838.14,0.268972,0.140891,0.504256,0.355234,0.395325,0.508332,2.917824,2.460747,1.800048
ENSG00000004846.17,0.010807,0,0,0.071185,0.095179,0.067754,0.111958,0.042645,0.08732
ENSG00000004848.8,0,0,0.02064,0.135272,0.042977,0.120553,0,0,0.02223
ENSG00000004864.14,16.659301,19.785954,21.294865,11.869482,14.057109,13.383922,19.179971,17.108905,17.205929
ENSG00000004866.22,5.22471,4.956317,5.405293,8.477391,10.568325,10.683253,15.326824,12.882893,12.73639
ENSG00000004897.12,43.674776,46.804091,43.166461,35.624894,51.762873,43.544656,38.140553,37.12146,32.896627
ENSG00000004939.16,0,0,0.046485,0.014167,0,0.020996,0.012793,0.084281,0.016786
ENSG00000004948.16,0,0,0,0.033527,0.068338,0,0,0,0
ENSG00000004961.15,51.58269,47.002791,52.404993,43.017775,54.109635,51.138799,16.870624,19.620716,16.89233
ENSG00000004975.12,11.890468,12.774544,11.235398,13.018486,15.22182,15.627459,26.504077,28.670843,26.720321
ENSG00000005001.10,0.192622,0.237305,0.0603,40.583539,42.934716,40.147577,137.071306,130.194117,134.528578
ENSG00000005007.14,17.994285,18.235133,19.510415,19.805069,22.000195,23.032943,39.040491,39.122169,39.861379
ENSG00000005020.13,1.140551,0.863452,0.440641,3.713758,6.29256,5.586569,12.949332,14.742283,15.848699
ENSG00000005022.6,325.087584,320.248602,335.393213,347.718432,410.985792,405.101805,333.613883,312.305574,302.098012
ENSG00000005059.16,7.640601,8.580606,6.879567,3.530913,3.886954,3.779044,24.387069,17.012252,29.995534
ENSG00000005073.6,0,0,0,1.958212,2.829012,2.576096,6.632128,5.542628,6.168785
ENSG00000005075.16,88.993433,86.845424,98.325577,138.61688,125.423313,135.14444,102.44987,95.9573,95.846026
ENSG00000005100.13,10.364965,10.619327,9.689648,12.280705,17.820528,15.226515,24.143686,26.368795,26.467144
ENSG00000005102.14,0,0,0,0,0,0.055646,0,0,0
ENSG00000005108.17,0.010342,0.169875,0.057614,0.035633,0,0.015299,0,0.042823,0
ENSG00000005156.12,10.865231,9.769492,9.915684,6.66442,11.041019,15.056065,19.33728,26.999301,20.806804
ENSG00000005175.10,43.149517,40.741417,44.25169,53.806192,66.545686,56.411389,48.172461,55.076192,46.249146
ENSG00000005187.12,1.786436,2.04278,3.135543,1.940667,4.431189,3.205127,1.233424,0.454546,1.129306
ENSG00000005189.20,6.170151,4.692021,4.651308,10.680468,13.261362,14.488325,6.404634,7.568939,7.482814
ENSG00000005194.15,68.74423,62.121028,66.579918,32.126409,35.884339,36.730809,53.672269,58.667983,54.286545
ENSG00000005206.17,12.271209,11.720087,11.153564,8.146522,9.131701,6.579735,70.158294,66.414933,67.871968
ENSG00000005238.20,18.551378,17.96374,18.992017,4.548899,5.295397,5.086786,2.348237,2.360828,1.894338
ENSG00000005243.10,13.331528,13.82967,15.909703,8.916033,5.91236,8.101696,1.003753,0.520084,0.710369
ENSG00000005249.14,0.131203,0.160891,0.060222,0.759793,0.768758,0.468614,6.894861,7.609234,7.980269
ENSG00000005302.19,16.207049,16.575352,14.458447,13.22387,15.03041,13.505508,15.222275,16.467224,16.792491
ENSG00000005339.15,4.2026,5.725631,4.353052,7.023035,13.48606,10.339107,24.271988,19.795191,23.060291
ENSG00000005379.17,0.112425,0.264243,0.013893,0.955235,1.298301,0.595017,3.125493,3.283346,4.243455
ENSG00000005381.9,0.256333,0.530668,0.367514,2.24007,2.575431,2.840539,0.101672,0.343021,0.254937
ENSG00000005421.9,36.308822,38.582024,40.827142,0,0,0,0.0759,0.08547,0.082386
ENSG00000005436.14,21.858382,27.741562,24.271062,25.894893,16.222954,17.357935,17.383882,23.285348,21.179022
ENSG00000005448.17,16.761018,13.81032,10.267207,14.783743,15.95947,16.882077,41.062326,34.489023,37.972696
ENSG00000005469.12,22.760379,28.307367,24.278446,3.698966,3.909571,3.106161,24.643442,31.358774,29.236116
ENSG00000005471.19,6.639431,6.718978,6.843018,0.04442,0.707084,0.196299,0.017472,0.015019,0.014496
ENSG00000005483.23,8.571072,7.583395,6.741002,8.673194,9.771809,10.595832,11.562735,15.756074,14.526812
ENSG00000005486.17,44.327883,39.182426,46.879552,51.88469,65.27222,63.534834,92.344458,88.457738,84.265952
ENSG00000005513.10,0.019002,0,0.038454,1.471769,1.37093,1.569065,7.076869,6.420121,5.975722
ENSG00000005700.15,29.227607,34.17085,29.129003,16.031727,16.607282,14.691773,13.188224,14.749807,13.837936
ENSG00000005801.18,23.835734,23.030301,22.556748,42.810942,37.839023,32.676206,64.086175,67.961208,76.193957
ENSG00000005810.20,5.689267,5.695553,6.505605,5.314012,6.702033,6.511655,22.722353,32.622701,23.344072
ENSG00000005812.11,22.616205,28.358945,24.013088,9.30169,11.446683,10.494958,18.466493,18.820116,16.675171
ENSG00000005844.19,1.160104,0.668317,0.300435,0.067347,0.234002,0.007296,0.032927,0.043061,0.870445
ENSG00000005882.12,7.906888,6.090773,7.048753,5.963133,10.763821,8.890348,23.175483,19.352051,17.36662
ENSG00000005884.18,1.605954,1.658094,1.459017,48.473312,53.190715,48.911759,64.018019,65.183884,63.889809
ENSG00000005889.16,9.07173,9.690059,7.50233,2.855152,3.849138,3.451023,10.944959,11.002278,10.605428
ENSG00000005893.17,85.666933,93.824814,85.072572,39.542517,55.76312,49.605359,28.53901,32.123734,30.400146
ENSG00000005961.19,0.045555,0.033105,0,0.086887,0.143567,0.49609,0.730883,1.205277,0.424758
ENSG00000005981.13,0.030493,0,0.042119,0.01445,0,0.160967,1.903657,1.078807,1.122192
ENSG00000006007.12,54.871091,48.763549,53.231018,36.1897,40.324433,43.958457,59.878463,62.746061,52.983129
ENSG00000006015.18,27.354822,25.05519,26.739473,27.278096,33.01875,28.2841,64.890547,49.462153,56.126542
ENSG00000006016.12,2.975962,4.409484,4.283782,7.322364,6.316483,6.693372,11.029578,5.339485,12.768684
ENSG00000006025.13,0.189402,0.333458,0.39667,6.933928,8.342516,7.721902,17.689899,19.864192,20.029635
ENSG00000006042.12,34.284413,29.654079,33.883117,11.957623,16.11767,14.802766,45.511196,46.640889,44.239034
ENSG00000006047.13,0.283826,0.191154,0.129408,5.430486,5.268096,4.27877,8.366908,8.542321,8.68517
ENSG00000006059.4,0,0,0,0,0,0,0,0,0
ENSG00000006062.18,6.136364,5.241337,6.413636,12.033559,14.348482,12.788879,16.677808,16.127107,19.076434
ENSG00000006071.16,0,0.029396,0.212877,0.643872,0.340573,0.578093,0,0.223066,0.015335
ENSG00000006116.4,0,0,0,0,0,0,0,0,0
ENSG00000006118.15,17.105974,17.075716,17.60991,41.668006,51.841229,47.153105,49.372737,39.112943,43.59979
ENSG00000006125.18,31.628374,29.193264,34.460974,37.104056,61.400967,50.804777,69.477852,69.945011,66.62497
ENSG00000006128.12,1.20438,0.80631,0.742154,1.485321,1.421786,1.32289,0,0,0
ENSG00000006194.11,12.043276,11.446768,10.575075,20.126137,19.535645,21.235527,16.674196,14.85946,16.740432
ENSG00000006210.7,1.536846,1.43675,1.565127,5.847507,7.818311,7.188079,0.04338,0.032792,0.035437
ENSG00000006282.22,24.412952,20.529086,22.732741,36.115014,36.838941,34.991791,88.187808,88.224697,96.043553
ENSG00000006283.18,0.014831,0.01976,0,0.209136,0.127837,0.039997,0.088646,0.066848,0.199629
ENSG00000006327.14,400.352207,348.008106,386.948094,227.161132,212.262993,216.323886,124.398787,110.735919,132.002637
ENSG00000006377.11,0.079387,0.026121,0,0.473448,0.443703,0.570057,0,0,0
ENSG00000006432.16,2.258909,1.88212,2.012534,1.7408,2.749219,2.363985,2.859288,4.426495,3.923463
ENSG00000006451.8,49.236455,50.137312,48.174806,60.478797,59.49697,60.477102,38.234287,40.389321,33.647513
ENSG00000006453.14,36.650571,36.623625,36.020403,22.735212,31.33627,27.638571,39.176021,44.51961,39.841692
ENSG00000006459.11,4.492647,2.604342,3.210573,2.154792,1.50126,4.10818,15.044535,11.998643,13.609193
ENSG00000006468.15,0.407524,1.076627,0.364135,2.737864,4.255712,5.433401,2.415271,4.272433,3.469032
ENSG00000006530.18,13.377235,14.449912,13.203969,25.136127,29.039538,27.24939,1.172803,1.204942,1.328983
ENSG00000006534.17,2.199045,2.535654,2.510298,12.379953,15.994458,15.276459,4.347893,4.001777,3.507609
ENSG00000006555.11,5.47974,5.894584,5.393555,3.180887,3.953573,4.106361,15.025457,15.81591,13.470861
ENSG00000006576.17,2.558798,2.616865,2.950601,6.553143,9.25831,7.613651,17.132924,17.669281,15.289964
ENSG00000006606.9,0.723755,1.878262,1.211674,5.000515,3.439886,4.706811,0.288337,0,0.281353
ENSG00000006607.14,11.097289,8.610683,9.363637,9.969994,18.840394,14.332041,16.906497,13.078189,16.00513
ENSG00000006611.17,0,0,0,33.255687,33.93912,32.218306,20.467292,19.740842,13.857493
ENSG00000006625.18,53.212194,56.917979,51.153445,189.929905,183.225652,181.467451,94.103041,98.021152,87.422142
ENSG00000006634.8,7.088314,5.42429,6.610286,25.86677,28.990455,32.694183,21.669664,28.817638,26.334051
ENSG00000006638.13,0.623192,0.654953,0.828781,0.628623,0.572014,0.462867,1.704366,1.803394,2.866179
ENSG00000006652.15,42.710931,49.935552,41.052545,83.494058,93.497829,88.937076,92.112001,99.544919,100.780811
ENSG00000006659.13,0,0,0,0,0,0,0,0,0
ENSG00000006695.12,14.089517,16.426395,12.643795,6.808004,8.186993,10.395798,13.218738,12.936942,16.121193
ENSG00000006704.11,6.074002,2.168194,2.599698,17.798853,15.942236,12.505669,22.338085,19.944673,18.605454
ENSG00000006712.15,57.517418,55.759487,59.733598,28.107437,34.899581,35.127014,41.694121,41.423804,56.058716
ENSG00000006715.16,9.9994,8.393981,7.989121,5.986431,11.134043,10.488099,39.187032,37.366519,37.594687
ENSG00000006740.18,0.228207,0.133449,0.190437,0.012223,0,0,6.587599,7.301348,7.334751
ENSG00000006744.19,55.329292,47.436515,50.160115,25.532386,33.012648,33.811082,77.756546,90.121997,74.935242
ENSG00000006747.15,0.028878,0.045235,0.110816,0.546367,0.852184,0.414891,1.254065,0.884139,1.646047
ENSG00000006756.16,17.811642,15.227238,17.022794,10.88995,16.586194,14.397983,6.933818,7.835703,7.994147
ENSG00000006757.12,41.467092,46.705472,41.825395,29.684411,38.201134,32.858838,20.925352,19.690504,18.292588
ENSG00000006788.14,0,0,0,0,0,0,0,0,0
ENSG00000006831.10,44.754201,40.328628,40.935765,57.340956,73.289032,68.293984,21.559712,22.791443,18.770691
ENSG00000006837.12,1.651978,1.284195,1.38546,1.556926,0.679379,1.075702,0.328453,0.780978,1.161513
ENSG00000007001.13,0.550236,0.869069,0.853379,0,0,0,0,0,0.027295
ENSG00000007038.11,0,0,0,0,0,0,0.276541,0,0
ENSG00000007047.16,7.344295,9.999044,11.582099,3.049413,4.343448,4.434547,26.125811,35.027255,32.756671
ENSG00000007062.12,1.021258,0.431686,0.741789,0.963098,0.51329,0.579141,15.812404,15.028008,16.058361
ENSG00000007080.11,164.669732,156.228174,164.841803,94.938338,82.706548,99.98236,126.424839,121.766525,113.652825
ENSG00000007129.18,0,0,0,0,0,0,0,0,0.052874
ENSG00000007168.14,83.536278,92.339393,97.318644,27.18692,42.361166,26.744333,36.223345,43.569648,38.915067
ENSG00000007171.19,0.038701,0.020306,0.042045,0.361394,0.229447,0.32765,6.686058,5.99702,6.681981
ENSG00000007174.18,0,0.097127,0.041223,0.030852,0.034365,0,0.200363,0.299742,0.269561
ENSG00000007202.16,33.119563,31.0357,29.725375,33.046993,36.954886,34.099509,59.726855,57.37536,61.902634
ENSG00000007216.16,0,0,0,0.019607,0.043606,0.051322,0,0,0.029943
ENSG00000007237.19,0,0.006881,0,0.348198,0.189285,0.19248,0.031,0.070282,0.172333
ENSG00000007255.10,24.503444,18.87454,25.833739,23.358762,24.636831,21.269017,24.578756,19.948245,21.420183
ENSG00000007264.15,0,0,0,0.068585,0,0.575773,0,0,0
ENSG00000007306.15,0,0,0,0,0.053472,0,0,0,0
ENSG00000007312.14,0,0,0,0,0.062884,0,0,0,0
ENSG00000007314.12,0,0.007061,0,0.074339,0.052507,0.084292,0.007953,0.032057,0.023223
ENSG00000007341.19,15.694301,17.864663,17.352044,14.903098,18.935256,16.77957,17.517339,16.190581,16.235733
ENSG00000007350.18,0,0,0,0,0,0.023418,0,0.356722,0.025936
ENSG00000007372.25,0,0.017052,0.154519,1.199906,0.930909,0.9822,0,0.014722,0.162689
ENSG00000007376.8,9.997467,8.552088,7.603637,27.877315,32.757751,32.336476,45.172641,39.632304,41.283996
ENSG00000007384.15,10.639511,10.307798,9.50076,34.329324,34.424777,31.541857,62.280152,61.605275,63.046007
ENSG00000007392.17,19.559081,23.395267,23.13164,39.831484,38.82059,40.597864,84.806346,75.331324,85.18728
ENSG00000007402.12,0.079091,0.096869,0.01001,0.168698,0.192427,0.179683,1.533124,1.101418,1.694851
ENSG00000007516.15,0.495024,0.186455,0.660861,3.091568,3.417889,3.549373,6.461324,7.585424,8.70049
ENSG00000007520.4,62.530808,53.488097,68.76777,65.897536,71.436725,77.050545,36.50951,31.470084,30.293013
ENSG00000007541.17,8.158325,8.813646,8.529222,18.774853,22.813523,16.518195,30.579701,29.521864,29.624421
ENSG00000007545.16,2.701128,2.09853,3.379308,3.872974,5.193189,5.654155,17.019425,18.135761,15.343036
ENSG00000007866.22,6.229269,6.54804,6.371609,9.173341,10.506252,9.919305,21.535326,20.843086,22.378444
ENSG00000007908.16,0.051509,0.034057,0.069501,0,0,0,0,0,0
ENSG00000007923.17,28.245466,30.674298,26.084129,22.177492,30.879789,27.200182,55.074546,48.100243,51.19915
ENSG00000007933.13,49.050119,47.975875,49.225575,0.088523,0.099446,0,0.11878,0.436304,0.327627
ENSG00000007944.15,1.799786,1.155857,1.66233,5.031299,5.421557,4.259146,3.336283,3.458752,3.174027
ENSG00000007952.18,0,0,0.066514,0.023561,0.026216,0.073499,0.027883,0.056315,0.081427
ENSG00000007968.7,0.043549,0.064763,0.055895,2.075485,2.756737,2.517679,10.910874,10.37813,12.123291
ENSG00000008018.9,410.145925,384.81886,417.703943,456.190896,456.50378,465.055277,315.626503,284.757597,284.010547
ENSG00000008056.14,0,0.054893,0.456781,0,0.242792,0,0,0.065841,0
ENSG00000008083.14,0.382792,0.279623,0.379023,0.929627,1.251476,1.203516,3.687528,4.072944,4.000494
ENSG00000008086.13,0.663179,0.82631,0.761528,0.789419,0.754583,0.834528,0.890833,1.062841,1.087098
ENSG00000008118.10,0.660304,0.679421,0.766802,0.09262,0.077287,0.357908,0.109593,0.138335,0.082739
ENSG00000008128.23,41.650213,42.575023,39.082476,42.739877,37.885501,39.187572,70.585978,63.027943,59.355489
ENSG00000008130.15,82.792774,78.510226,87.4116,36.187363,40.087679,34.210492,74.399527,75.005626,65.817887
ENSG00000008196.13,0,0,0,0,0,0,0,0,0
ENSG00000008197.5,0,0,0,0,0,0,0,0,0
ENSG00000008226.20,0.223395,0.090686,0.098163,0.122928,0.035693,0.167503,0.549349,1.116136,0.696198
ENSG00000008256.17,2.630189,2.760429,3.240515,14.288817,19.492506,16.509199,23.170632,29.092287,27.985269
ENSG00000008277.15,0.023695,0.023987,0.006128,0.43473,1.162253,0.401377,7.875784,6.362256,8.018386
ENSG00000008282.10,91.522279,108.893627,93.0245,71.200102,91.388203,84.195735,74.81243,76.041256,76.664881
ENSG00000008283.16,9.229974,9.588177,8.95538,25.153268,29.886638,27.444972,64.226851,60.7704,61.176045
ENSG00000008294.22,30.222025,30.617109,26.849887,29.187867,42.549031,33.989551,28.314069,35.006772,34.935352
ENSG00000008300.17,0.378503,0.565083,0.474628,1.298177,1.780574,1.170816,5.810921,4.649946,5.349473
ENSG00000008311.16,2.364998,3.550753,2.794474,0.484085,0.799451,0.581555,3.670685,3.507574,3.505991
ENSG00000008323.16,0.694014,1.782797,0.987796,32.913036,33.323827,32.189943,18.29861,21.760617,17.059674
ENSG00000008324.12,20.987905,25.129905,22.794766,30.583237,29.913803,32.991688,19.154951,22.167687,18.089923
ENSG00000008382.16,10.338412,7.492885,7.8736,3.247643,4.937562,3.804074,28.784253,24.759916,24.078013
ENSG00000008394.13,2002.11067,2131.618479,1929.4649,384.603213,383.860769,343.045307,98.01297,83.858623,92.859632
ENSG00000008405.12,14.604472,20.859393,16.767153,7.77638,6.683161,8.165789,13.56697,15.336235,13.354049
ENSG00000008438.5,0,0,0,0,0,0,0.545068,0,0.265474
ENSG00000008441.19,3.769967,4.041371,4.044071,3.269715,5.265394,5.427501,11.689672,12.007283,14.34807
ENSG00000008513.17,27.815297,28.290774,27.438638,7.127136,12.224406,7.756906,1.066429,1.38039,0.59014
ENSG00000008516.18,0.086499,0.136391,0.132252,0.073654,0.141845,0.331732,1.089987,1.133769,1.346409
ENSG00000008517.19,560.71509,563.856167,648.619048,628.384994,547.34382,622.462848,239.967968,250.131009,222.570855
ENSG00000008710.20,10.729858,11.359271,14.354725,36.574639,34.132556,27.666082,102.929632,91.618865,106.8636
ENSG00000008735.14,0.642143,0.529188,0.520105,1.189976,1.77894,1.512786,0.662216,0.378209,0.693319
ENSG00000008838.21,19.828633,16.612946,21.735796,22.654851,31.419567,28.92433,66.978246,72.068643,76.48074
ENSG00000008853.18,4.141569,3.742548,5.346128,2.953295,2.768293,3.219584,5.112869,8.990998,5.701661
ENSG00000008869.12,6.338774,5.936431,6.363181,4.527054,4.86994,4.4562,10.0106,12.852948,12.075282
ENSG00000008952.17,116.96992,118.646381,117.072723,70.651106,80.79682,86.881123,43.271462,45.607932,41.11375
ENSG00000008988.11,2663.969373,2698.920132,2698.428007,3225.383483,2941.492832,3276.503465,2292.516113,2266.43929,2276.441159
ENSG00000009307.17,233.314358,217.074884,222.786354,119.471476,152.313564,150.65207,180.077184,206.861082,202.731833
ENSG00000009335.19,25.277354,23.459044,22.229613,39.292338,51.811215,48.208501,61.311169,62.089511,57.410416
ENSG00000009413.17,8.852389,8.599734,7.141666,4.877112,5.452904,4.743706,17.835947,20.809753,21.791656
ENSG00000009694.14,0.017045,0.042232,0.047481,0,0,0,0,0,0
ENSG00000009709.12,0,0,0,0,0,0,0,0,0
ENSG00000009724.18,36.923584,33.880358,36.006021,1.171835,1.195365,0.495608,14.984686,13.608135,16.934118
ENSG00000009765.15,3.762103,2.77335,4.05437,1.102817,0.626733,1.282213,0.135782,0.161778,0.288599
ENSG00000009780.16,7.371683,6.239468,6.410583,3.357761,3.914657,2.837266,10.396723,9.637813,10.572844
ENSG00000009790.15,0.017872,0.211901,0.114026,0.125485,0.0186,0.017397,0.019758,0.020178,0.019232
ENSG00000009830.13,13.75194,16.59444,20.227383,7.99528,10.230545,13.313764,33.936064,34.339283,45.350122
ENSG00000009844.16,57.881475,56.237785,58.576885,52.228876,58.318058,57.010412,28.912655,29.305223,27.10183
ENSG00000009950.16,23.624626,25.615539,23.00009,7.120444,11.707182,6.55661,71.701482,68.348777,82.216103
ENSG00000009954.11,12.337389,13.662078,11.310012,25.217112,32.418191,29.746647,46.665123,46.770944,48.351802
ENSG00000010017.13,28.137063,27.795819,27.545526,25.168371,29.705268,27.063368,55.459044,59.56734,52.777815
ENSG00000010030.14,4.166639,3.645214,4.681797,2.559517,2.858505,2.630668,29.990968,24.143919,29.293338
ENSG00000010072.16,10.03327,11.574252,14.132396,14.58714,14.638473,15.048972,8.246206,9.045131,13.009584
ENSG00000010165.20,34.444669,32.31688,33.88021,25.449103,25.204069,26.644901,14.834207,14.429662,14.376993
ENSG00000010219.14,8.85665,8.019553,7.456352,24.85136,16.112541,20.102493,22.776654,28.959741,30.591173
ENSG00000010244.19,79.728697,83.364651,77.402753,130.92941,147.397277,131.618966,105.61059,105.921365,110.432776
ENSG00000010256.11,183.341235,180.184712,187.582123,101.670731,133.120838,128.785181,248.292823,269.644891,235.489149
ENSG00000010270.14,19.610576,23.790876,22.49219,41.648212,44.441255,47.998978,40.321183,35.668286,33.517913
ENSG00000010278.15,130.005396,131.429662,119.533872,940.090161,991.89366,1014.946711,576.853852,582.180551,546.071256
ENSG00000010282.15,0,0.035767,0.07281,0.303994,0,0.253774,0.590648,0.874561,1.457393
ENSG00000010292.13,6.904633,5.931419,3.415586,63.29989,83.519284,83.179965,53.920327,51.616231,56.039926
ENSG00000010295.20,4.61901,5.039293,5.000997,1.342421,1.20038,1.132835,0.420629,0.078846,0.36947
ENSG00000010310.9,1.153053,1.867569,0.986633,1.782711,1.84619,1.17745,5.231541,7.201223,7.16533
ENSG00000010318.22,12.671032,10.180707,9.088115,4.239094,3.134855,2.507627,17.090098,19.47038,14.890059
ENSG00000010319.7,0.05677,0.033771,0.045979,0.279915,0.239129,0.235015,7.530368,7.623612,7.523511
ENSG00000010322.16,17.140202,16.213602,18.202373,11.874636,13.430532,13.071751,96.614447,92.650714,106.305991
ENSG00000010327.10,0,0,0.028576,0.00665,0.060404,0,0.399284,0.514515,0.666425
