"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000971.17",893.277292113289,-9.26257284724858,0.228310122365411,-40.5701365812587,0,0
"ENSG00000002933.9",512.55444418168,-5.40867174595046,0.105883893152039,-51.0811567740917,0,0
"ENSG00000010292.13",3171.77184175222,4.62602460945464,0.10950286272197,42.2456956326357,0,0
"ENSG00000011422.12",1002.20634495425,6.85290339917936,0.167871174458133,40.8223950377406,0,0
"ENSG00000011426.11",4025.84577551836,5.69229237272231,0.142191687323534,40.0325256691723,0,0
"ENSG00000013810.21",1957.57372100541,4.93335587726677,0.0936985825809824,52.6513394479894,0,0
"ENSG00000017483.16",1591.52701164669,6.5557335710933,0.126548134184015,51.8042688923453,0,0
"ENSG00000026025.16",3961.22820624574,-7.473265894341,0.124634035949061,-59.9616777025128,0,0
"ENSG00000035115.22",654.082150809267,3.32349095230133,0.0759196674381485,43.7764161046802,0,0
"ENSG00000035862.13",2433.6893063663,6.41743904313917,0.117870106490665,54.4450092920499,0,0
"ENSG00000050344.9",2299.02239231802,4.91931369192239,0.111879711697576,43.9696672191994,0,0
"ENSG00000051523.12",2120.38742773178,8.99506775978317,0.216631994034994,41.5223420707198,0,0
"ENSG00000062038.15",985.998112382572,7.68213685249334,0.157992771198567,48.6233439303266,0,0
"ENSG00000065911.13",3255.42818697782,6.27041313453073,0.107250653074681,58.4650345221161,0,0
"ENSG00000068489.13",1307.68665214588,6.17257935989629,0.128323682921555,48.101638133856,0,0
"ENSG00000070814.22",3754.57019754866,4.22469296325026,0.110219160603187,38.3299322924449,0,0
"ENSG00000071282.12",432.654638486172,-4.0295745432772,0.0864633751752556,-46.6044094983513,0,0
"ENSG00000071539.14",1053.05761337171,4.03345489695126,0.104468964644692,38.6091210022936,0,0
"ENSG00000073712.15",1163.03912160221,-4.08210443392447,0.0971956594255261,-41.9988347015876,0,0
"ENSG00000073792.16",1220.22941474566,5.31099779881382,0.139945637791456,37.9504347733093,0,0
"ENSG00000076382.17",1471.01891412608,3.96749745739674,0.0849752341666084,46.6900444147973,0,0
"ENSG00000080986.13",878.487414338514,6.45446898232434,0.17155971960985,37.6222868456691,0,0
"ENSG00000081059.20",1004.64333731728,5.3651723039101,0.103040393264291,52.0686318631261,0,0
"ENSG00000082458.12",747.133562250079,5.45666944991794,0.0928137177701573,58.7916267230105,0,0
"ENSG00000084207.18",7550.18169536368,5.97083928293925,0.140390110184988,42.5303411691296,0,0
"ENSG00000085999.13",414.405040778149,5.46072929568336,0.139680515596436,39.0944239600351,0,0
"ENSG00000087253.13",1160.01313226592,5.81288528865625,0.123405298833242,47.1040169556351,0,0
"ENSG00000088367.23",1416.61544233223,6.46642052098315,0.154290786279282,41.9106070875696,0,0
"ENSG00000090382.7",2452.62180687036,9.05966621426205,0.188766077401028,47.9941435399703,0,0
"ENSG00000091513.16",3332.20356647722,-7.06851740767737,0.146325010336032,-48.3069667409876,0,0
"ENSG00000093009.11",677.164150350012,5.26075110829348,0.127689518556516,41.1995531643034,0,0
"ENSG00000094804.12",1976.84450553149,4.82980323320647,0.11315855224693,42.6817340563626,0,0
"ENSG00000099282.10",477.931756473552,6.0499890097153,0.151617135716544,39.9030688788771,0,0
"ENSG00000099812.9",1018.46813518951,8.11996842526625,0.184538249848007,44.0015467359974,0,0
"ENSG00000101144.13",1250.72266263429,6.31001862072412,0.153439042066579,41.123944308686,0,0
"ENSG00000101412.13",1168.9648886505,5.40553382835641,0.137411613834915,39.3382602641621,0,0
"ENSG00000102554.14",1985.30697706475,4.38942995990162,0.115246229784406,38.087406139993,0,0
"ENSG00000103187.8",3967.36947657098,6.21156248700513,0.131335731083547,47.2952975992021,0,0
"ENSG00000103534.17",663.941608077269,8.47781518310786,0.209355749992359,40.4947806946657,0,0
"ENSG00000105011.9",946.942185259823,6.01608752527491,0.159925233398427,37.6181256542977,0,0
"ENSG00000105281.12",9212.61944680079,10.2100695835409,0.225289883208792,45.319698506295,0,0
"ENSG00000105499.14",198.287071139784,-5.9792497525969,0.138424583426891,-43.194999071497,0,0
"ENSG00000105963.15",1292.08691425422,8.65994441843667,0.189412101542926,45.7201221458074,0,0
"ENSG00000106348.19",1626.59671966495,4.32969603969716,0.0821239884251317,52.7214535329628,0,0
"ENSG00000106366.9",8927.22105011527,-7.85762269550817,0.164776494573353,-47.6865508994685,0,0
"ENSG00000106565.19",948.639294296688,-6.03004920787145,0.158044289486239,-38.1541732856884,0,0
"ENSG00000106853.20",5886.94315901983,-5.7945146348612,0.134054433157825,-43.2250877375999,0,0
"ENSG00000108176.15",187.372060338311,-4.26239824524252,0.103199328400961,-41.3025773644746,0,0
"ENSG00000108244.17",14007.2129583658,13.9935111981452,0.265114278534707,52.7829405322399,0,0
"ENSG00000108375.13",2152.60735237929,5.17601480014609,0.131295095504113,39.4227581789905,0,0
"ENSG00000108679.13",3871.42721213024,3.19875831885013,0.0827036711616259,38.6773437493345,0,0
"ENSG00000109072.14",2772.63559234679,-11.7941745962975,0.234455284073365,-50.3045800094099,0,0
"ENSG00000109586.12",859.061223857446,5.30758585275253,0.133322487253514,39.8101322746859,0,0
"ENSG00000110492.17",2622.22143393981,8.07481182229463,0.188916381544677,42.7427825806891,0,0
"ENSG00000110660.15",1050.10009818025,4.81550523624733,0.10940084208103,44.017076510989,0,0
"ENSG00000111206.13",2208.68336997726,7.10406911609162,0.157722387325112,45.0416027589544,0,0
"ENSG00000111445.14",984.522436852087,2.84628025418132,0.0708316103307108,40.1837575186011,0,0
"ENSG00000111665.12",880.984842285171,7.08312123045022,0.156091362313903,45.3780473528439,0,0
"ENSG00000113889.14",848.741497678952,-10.4980372898338,0.256375938166597,-40.9478259344761,0,0
"ENSG00000113905.5",283.572890359135,-5.96724397705749,0.13413026518586,-44.4884230176454,0,0
"ENSG00000114120.14",1989.640337206,7.39485720318242,0.168910833559441,43.7796501701599,0,0
"ENSG00000114378.17",675.970643056394,-8.76405476944879,0.17742018682876,-49.3971679666168,0,0
"ENSG00000114771.14",605.135429347401,-10.0497950979328,0.261625301534011,-38.4129326904046,0,0
"ENSG00000115226.10",324.676143536982,-5.66431122556147,0.14702486311666,-38.5262132233172,0,0
